ID,Total_Suspension
4811040,43
2801590,136
4836180,7
4808670,12
4832730,53
4825170,937
2201500,426
4846650,1
4828710,101
2802820,186
4825590,154
4829850,552
503060,517
4816770,3
502430,91
4801416,71
4800139,3
4826470,39
4830340,38
4800179,424
4820130,4
1302100,48
1200180,5924
100030,128
100240,177
4701110,50
102350,238
102650,171
1300060,197
103000,98
4702610,11
100007,157
101660,77
101290,613
101890,55
1201170,51
1300930,162
101380,345
101710,356
4702970,4
1201260,6167
1301050,76
1201620,1341
1301440,36
1304080,138
1201980,730
1304440,1173
100005,140
101830,61
4703360,1
102190,65
100060,65
101230,1093
101620,392
1201110,3154
100420,412
4701080,324
100188,170
102790,345
4704350,227
4701470,395
103150,355
1200330,2229
100100,69
102635,141
4700850,7
1302430,199
1302040,513
4704100,51
1305190,192
1300870,148
1201470,4801
1301260,277
1303930,2633
1303510,453
4702760,1008
1305220,148
102520,17
102820,36
101470,124
4700151,56
4700001,311
101740,34
4702820,267
1201350,549
1201710,3191
1301530,135
1301140,23
4702190,632
1300900,154
4702580,2330
1303960,94
1304560,209
1301920,217
4700300,419
100180,37
102370,5216
101980,139
4704440,11
103090,211
101590,33
4700148,827
100002,65
4703180,11610
101800,2525
4702700,151
1201800,765
1201440,8471
1300840,616
1303870,6043
1301230,5191
103430,16
102160,272
1301980,866
4704260,90
1200900,177
1300480,210
1305670,107
103062,315
4701050,142
1303210,242
4700330,248
101320,287
1305390,904
1200720,130
1303780,267
100390,3517
1301620,48
4700149,84
4700420,441
4700153,331
4701920,4
1200390,1498
1301590,42
1200150,6708
4704290,166
100990,15
101140,112
4703590,11
100210,173
101530,304
1305070,20
1201740,1535
1201140,427
4700690,399
1302790,100
1300510,21
1201830,461
4700750,194
4703000,175
1303720,339
1300026,65
101640,43
1305550,588
1304860,91
4702280,50
1304770,189
4703270,213
1303750,98
1301740,10074
103330,77
1300540,272
1200360,1086
4702010,1
1300570,480
1305250,29
101440,205
1202010,125
1304260,353
1300440,86
1301860,2521
4701410,139
100011,144
4703690,2512
100690,360
100900,243
1200570,240
101680,144
1300120,7386
1304110,65
4703750,27
4703030,2535
103420,70
1201290,1219
4700660,10
4701530,1
101720,8
4702340,58
4701020,119
101050,276
101410,284
1300690,526
103240,47
1302970,170
1200030,1795
4703330,46
4703090,100
4701950,68
4702640,58
1300090,12
1300600,236
1302070,125
1302280,5830
1304020,1675
1303420,181
1201230,6227
4700450,17
1303360,338
1200600,1521
1200960,228
1302220,722
4701980,61
102070,576
1301870,398
4700270,31
1200660,90
100660,455
103480,87
1300780,496
4700146,65
4701740,446
4703510,141
1303240,155
1201530,5261
1304410,1564
4700780,22
102480,194
4704490,2
1201650,1021
103510,19
1201680,1161
1301680,143
1305280,333
100540,196
1200060,770
1302190,477
1305430,991
102640,405
1302400,990
1301560,226
4702910,33
1302010,179
1305730,41
1303120,136
1301830,2074
4701290,93
1200510,4016
102130,65
1201920,6703
100360,367
102760,48
1201560,7009
103210,125
4701500,90
103030,504
4701200,68
1305460,59
1302730,247
1302460,409
4703480,304
1304620,576
4701440,24
1303150,663
1305640,35
1303450,583
4704530,260
101350,609
1301380,757
1304380,10206
1301080,139
4700510,205
1304800,98
100960,107
4702220,2824
4702310,304
1301290,7212
1302310,510
102310,203
1200810,2047
1201050,3405
100510,324
1304350,336
102580,582
4703960,7
4703720,67
4704550,833
100006,169
4704050,41
100120,143
1302520,1401
102730,17
4702430,43
103540,4
4703450,37
4702670,180
1305040,124
1200420,399
1305370,337
1201770,4266
1304500,292
102430,5199
1200270,1389
1304050,370
1200690,74
4700120,27
4702790,37
102490,9
1305130,7
4701620,20
1305700,531
1305310,1457
100013,65
100930,95
4701400,85
100090,213
1304320,43
4702520,135
100194,101
101770,65
4703990,321
1200930,1220
102880,654
1302580,108
103120,73
100750,65
4701770,54
1304980,1124
1300750,82
1201860,239
4702880,146
1201410,485
4700600,128
102610,25
100480,679
1200090,3002
102910,4
1304590,31
1300360,292
1201950,313
1305790,101
1300330,710
4701230,4
1303030,54
1200870,15646
1302700,311
1200780,518
100012,14
4701260,10
1301350,585
1301500,1510
1303090,97
4700720,9
1303690,33
102970,457
102250,3
102940,102
100008,334
4704200,130
1302250,167
1303660,44
1302820,3130
4702400,117
1201590,18886
4701650,471
1303270,386
101760,52
1302880,1775
1302610,1005
4704500,11
102010,161
1301110,918
4700240,4
1201080,4060
1201020,40
1301020,5178
1200840,1276
1304830,141
4700180,210
1303390,501
1305760,181
4703240,1
1300290,485
4704230,40
100009,65
1303600,130
1300660,885
101950,199
101020,89
102220,548
4700152,91
1300810,141
4700150,208
100190,211
4704470,266
4703780,229
4704080,522
4702550,103
4704170,8
100035,65
100840,94
1301650,157
1302910,95
1200480,10793
1200450,158
100630,112
101920,3659
1301800,307
1300210,1194
1303330,47
4703390,12
100810,115
4700960,65
1300990,158
4700570,65
4702490,82
4701800,71
101170,8
1300420,5696
1303840,260
1304170,191
1303300,849
1300240,57
1200540,973
1304140,85
1304540,106
1301470,223
1302670,108
100870,271
1200120,365
1300150,74
4702370,223
103450,100
103270,215
103300,28
1303000,124
4702100,272
4703300,6
1301410,1053
1304890,231
100780,103
4703870,57
4700090,347
1202016,65
101200,358
4700060,56
103580,41
4701590,4253
100450,60
1303630,431
4700990,117
1201200,391
101690,74
4703150,82
103360,1355
1200990,168
4701680,28
103180,767
1305490,638
4703600,513
1200210,18
4702160,65
1301710,439
1302940,298
102040,385
1301170,1663
1303570,839
4700360,131
1200750,276
1301890,651
100600,463
4701860,32
100720,121
1302490,222
4704380,114
1301770,172
102550,18
1302340,112
1300001,1576
101730,48
1302130,509
4704020,1051
1304220,132
1200630,117
1300390,167
1200300,1273
1201500,11143
4702070,65
4702130,277
101560,47
1201380,739
1302550,10219
100270,3037
1305850,651
1201320,230
1303060,151
4701170,276
1304950,434
102850,54
1303990,72
100185,186
102400,214
102700,1181
1300720,139
1304200,645
1300630,765
1302640,97
103390,2189
1200240,920
4700630,197
1201890,126
1305340,153
102100,254
4700900,182
101110,681
100330,932
4701830,51
1303480,325
4012630,17
2911250,12
4660450,17
2010020,45
3176710,37
2010470,65
3171220,4
4018630,61
4600036,5
3178210,40
4017580,13
2928800,41
2932100,136
2008400,452
4027930,12
4016380,22
2000002,16
4010860,19
4636060,1
4022800,135
3100034,18
2923460,292
2009320,31
3100077,1
2012390,6
3104870,65
2929250,39
2003390,67
2006420,102
4030060,66
2926160,82
4005460,70
2006840,18
2921330,120
2003900,34
2913170,69
4009780,19
4004500,132
4021540,37
2919260,74
3100022,295
4000021,18
4004110,649
4633360,2
2902970,14
4624850,7
4640860,65
2914250,56
4032790,16
4007740,130
2905640,79
2907020,151
4031470,36
2007320,9
2010560,89
3100133,65
2926640,749
4664140,2
2010980,2
3171520,5
3176860,67
2910800,42
4018700,49
4600042,65
2905280,14
2911310,32
4608520,32
4649650,2
4603932,1
2006240,7
2009420,65
2925140,9
2009900,30
4010650,53
2012510,47
4009870,38
4612940,65
2004470,5
4019950,1031
3100003,1
4677460,1
2905310,477
4600027,1
2904500,162
3177550,65
4023040,52
3180130,65
4007620,222
2900001,31
3173470,65
4008370,60
2916450,95
3100006,21
2004920,8
4678510,65
2007890,65
4026730,21
4621390,6
2011640,1138
2008340,123
4680441,16
3100185,7
4031350,99
2912180,157
4666930,28
4005400,47
3175630,4
2913650,208
2903150,73
4644770,29
2925290,1
2003300,8
2006720,4
4648390,82
4603720,6
2006360,62
4023850,32
2930660,547
3100115,16
2907350,152
2906360,94
4003570,45
2911910,188
2912540,76
2922890,378
2004980,140
4032400,14
4680445,65
2913080,155
2005460,215
4003000,88
2928410,67
2925110,9
2013050,30
4010920,764
3176470,187
2903270,23
4016500,10
3170710,122
2904890,19
2910500,202
2910110,65
4006930,16
2914430,99
2925350,65
4003060,13
4033180,93
2012210,65
3104100,56
2923700,235
2928920,228
2005870,15
3105340,89
2012780,3
3174430,149
4033480,306
4005010,26
2908400,60
2926970,14
2004620,38
2007560,36
4008130,22
2011250,29
2007970,3
4012720,3
3100179,16
4007380,21
2011850,36
2928950,489
3102820,5
3174160,9
4033240,9
4680439,1
2923340,81
3100015,2
2005070,28
4002850,93
4017880,99
2910830,79
4024240,47
2921120,71
4604680,65
4018840,50
2925650,1
2003720,20
2000349,65
4024720,7
3100088,46
2925410,9
4646380,115
4601028,65
2006450,16
3100124,65
2010140,1627
4655260,134
2930750,1
3176590,38
4003180,348
4031290,33
4676020,3
4619410,114
2922830,7
4032010,1
2004560,4
4626370,65
4676620,56
2905580,71
3178660,291
4025320,15
4611280,65
4019680,34
2916230,39
4654270,2
4024630,25
4606360,1
2905940,24
4632340,1
3103990,54
4033360,65
4015840,83
2900600,282
4020340,4
2909720,33
2913380,23
4680437,1
4027240,5
4624390,65
2913800,57
4621400,3
2004770,10
4026790,41
2931140,193
4674520,2
4008460,36
2008190,14
3100187,65
4007670,14
2931830,11
3173800,22
3179050,65
2003180,12
4028680,109
2923530,1
2000020,65
4600003,65
3104950,54
4029380,35
4645450,1
4601026,18
2009390,76
4023580,65
2923100,65
3100172,1
2900009,65
4032460,24
2008250,39
4027570,320
4629880,65
3102770,7
2900027,162
4009390,16
2012000,270
3103420,65
2907460,128
4020970,802
4618120,65
2900592,43
2916500,124
4607050,1
4019080,16
4013560,314
4025470,13
4612000,44
4019860,65
2926480,56
2004200,27
4002430,43
2927870,21
4006630,1
2012260,1064
2012810,65
2907120,497
3175000,65
4015690,39
4027640,20
4630800,1
4622560,65
2000006,28
4021630,207
4000782,3
2007110,2
3100119,1
2927060,777
3171580,116
2931020,74
2007590,7
2930570,52
2010410,10
2931650,189
2010800,36
2914840,12
2003540,99
2930450,339
2007020,27
2921540,263
4011970,38
2010710,231
3100146,65
3100122,2
2926890,280
3172810,92
2931530,56
2012990,8037
2009780,65
4004860,1
2922650,406
4025860,14
4616950,2
2921840,73
4014520,8
4031770,45
3100165,16
4678570,2
4676740,3
2916770,146
4620100,16
2912290,293
4026310,22
2922740,31
2927570,52
2918240,28
3100011,14
4679710,65
4026910,416
4622410,2
4016170,72
2919140,13
2005790,16
4634480,6
2928740,9
4028200,39
2919980,7
2923550,389
2929370,15
4621300,65
3173050,2
2928260,685
2008280,7
3100183,4
2905880,18
2912010,3113
2906480,74
2917880,4
4020250,1411
2907470,194
2918480,39
4032220,17
4032370,1329
4014370,39
3173740,15
4009240,37
2012090,65
2908250,801
3174640,5
4015210,69
3100129,18
4672090,277
3171100,5
2930810,61
2007440,11
4014850,10
4009570,66
4624030,1
2005130,5
4021180,9
2918540,309
2005610,14
3100018,1
2928560,31
2919410,49
3103810,665
2009180,167
4008850,91
2909900,7
2913590,31
4027840,65
4016560,8
2914320,82
2920050,5
4028800,21
4639540,15
2915300,8
2921210,24
4023970,164
4603780,65
2920810,77
2921810,249
2932010,108
2920430,159
4012150,31
4006810,17
2925500,56
2000351,18
4029850,25
2915450,27
4650850,65
2004050,65
2006960,8
2006510,65
2921480,3
2917970,14
4010350,145
4674370,62
4614130,65
2902910,106
2909750,54
4004950,13
4010890,65
2914550,62
4028980,7
2913830,4387
4639990,65
2006180,85
2920490,50
4029610,45
2929760,166
2006540,70
3176450,22
4023550,22
4600053,95
4018090,76
4600002,2
2904620,275
3103360,11
2932310,125
2005640,13
2008730,192
4003630,117
2012360,676
3174820,7922
2010050,3
4015990,22
3170110,164
4010590,569
3105460,16
4016710,9
2910320,10
2914280,22
3176800,65
4017250,135
2910770,70
2915600,114
4000032,10
4026550,18
4014970,3
2900579,1844
4030600,912
4669930,87
2007050,190
3100123,1
3171940,27
4023610,11
4601027,65
4030120,12
4654300,2
4024690,377
2007740,4
2007350,20
3100134,3
2931860,13
2011490,63
2011040,65
3100170,21
4028170,14
4634440,65
2928710,29
3174580,30
2900029,65
4621340,3
2908170,138
4032280,19
4680440,1
2918510,14
4027390,48
4625500,11
4021600,11
2913710,28
4600025,2
4631350,24
2000015,65
4021930,119
2005580,76
4009510,38
3100085,65
2929100,105
4031980,3
4680100,1
2005310,14
2000004,6
3100004,65
2923160,62
2911100,18
4007410,65
2914490,27
4012090,10
2003810,47
4013920,11
2916190,1017
4666300,4
4610560,8
2921750,14
4025290,1762
2004290,50
2931070,64
2007650,211
4007290,47
2010920,5
2004710,38
2011370,446
3100176,10
4012570,15
2005820,11
4635480,34
2920670,527
4022770,4180
2009480,13
4033602,65
4029160,8
4641640,65
2003240,65
4600046,65
2006300,38
4010740,55
2006660,177
3100098,63
4005520,73
2009960,350
2902880,6
3170440,63
4011280,30
4006120,17
2904050,54
4031710,10
3100163,33
3178990,65
2900002,41
2905760,204
4007350,66
2905250,11
4663360,65
4607950,65
2921600,24
4031020,8
4600041,12
2923730,281
2005940,206
2000346,1
4022590,3
2006390,974
3100095,20
2925330,29
2003360,106
4641300,32
2920610,53
2003200,180
2926430,38
2925620,18
2006580,19
4010200,32
2918270,156
4014700,6
2908370,291
2918690,367
2000003,19
4021000,404
4015480,16
2923490,9
2005730,48
2005280,65
2929280,1191
4004020,69
2008880,65
2009360,11
2012420,14
2908760,28
4004630,26
3175660,1
4027630,17
4679350,65
3100002,8
4027300,73
4021510,128
2927900,84
2005010,14
2928430,73
2008430,672
4032190,7
3100021,19
4680438,1
2012180,137
4014130,45
4009060,105
2912300,231
2905660,123
4025200,69
2911700,26
4609512,65
4031140,25
4675600,27
2916830,26
2916380,66
4665460,91
3176170,65
2901000,713
4011160,55
2913760,49
4029070,53
4641520,65
4659820,716
2010230,12
2010650,6
4023800,27
4602640,7
3178020,12
4024870,90
4607670,16
4647942,7
2900590,376
2012870,14
3174220,5
2908490,6
4004830,65
4000014,17
4631710,4
2926070,980
4006870,61
2010500,56
3171370,65
2930690,67
3172390,243
4000786,65
2931110,760
2000012,1
2913620,140
4632430,65
2005490,65
2925230,74
2929520,51
2006330,65
2928860,3466
2009030,15
3175270,321
2009510,55
3105280,3
2004590,40
3172840,2452
4002910,4
4014080,18
2906990,220
2912240,58
4008490,4
2918220,31
4014610,65
4680430,53
2922710,65
4032070,9
2008220,1
2923430,238
4023280,94
2906430,29
4013590,56
4008220,65
2911340,68
2912550,138
2917820,149
4031110,26
4675420,135
4617850,65
2004650,4
2918450,17
2006000,27
4004230,31
2009140,154
2012840,30
4015720,252
3119560,41
4010290,157
4005040,65
3104980,22
2929640,3
2922530,372
4619170,1
2927090,51
2004670,1
2917850,21
2009840,28
4024510,10
4606240,4
2003510,65
4644940,3
2010260,114
2930420,67
4652770,353
4017190,15
3173830,65
2009240,1
4026880,276
4621420,65
4015370,54
2900591,1775
2907380,10
4626970,1
2908670,153
4021780,31
2913140,507
4020310,52
4611760,2
2927830,285
2004950,5
2007950,2973
4676680,5
4619580,65
2932070,69
2008370,18
4013530,93
4008070,49
3102910,58
2011220,65
4630490,3
2914400,20
4033210,3
4028650,25
4636150,2
2919350,43
3173230,1
2900004,79
4002460,15
4610320,65
2005040,65
4622500,65
2927930,24
2007620,257
4675660,65
3102790,7
2932190,95
2931680,17
2008070,11
2930520,7
2010350,10
4665180,5
3100118,7
2904020,31
3171550,10
4011700,15
4023370,24
4600045,65
4017850,65
4012300,65
4002880,16
4600052,21
4018000,33
2915480,1223
4651750,2
4605610,42
2911220,28
2916400,2273
2921510,69
2911730,30
2921960,39
4614100,65
2926850,458
4024930,60
4004680,79
2925450,797
2011310,19
3103330,4
2931500,227
4006850,72
2906510,37
4666270,1481
2916350,549
4602070,90
2003450,177
2006930,4
4006060,25
2926220,283
2004020,3
2010620,18
2926760,95
2007380,65
2011080,26
4676990,2
3172150,65
4671880,6
4025500,2
4612300,1
4000753,89
2900605,105
3175770,65
2909860,70
3176560,13
4010710,7
2913560,16
4005490,890
2920010,27
4029400,3
2900014,251
2905430,141
3178940,20
4008040,118
2912660,2
4672450,3
2912030,78
2004740,14
4678300,2
2928110,11
2005100,31
4030420,1
2007170,7
4025230,36
3177180,27
2010890,22
3171610,65
2931050,615
3178520,6
4002550,8
2011130,23
2924530,81
2000350,6
2006090,24
4600028,1
2920410,78
4647100,65
2929700,1
2006480,28
2929170,54
4639600,23
4626490,65
4021720,528
2000017,65
2913770,20
4634600,65
2006270,19
2906120,135
2003960,13
4655710,65
4018780,12
2914340,1588
4619450,75
4018990,38
4019440,190
2911650,402
2916290,234
2004410,1
4020100,13
2926670,2763
2916740,123
4019560,158
2900020,65
4013890,70
4008640,21
4009810,37
4014340,21
2004890,38
2918300,326
2922800,765
4607800,65
2010680,111
2927630,124
2007470,23
3100130,2
2930840,19
3100184,65
4012900,4
4007560,190
4000015,10
2003270,65
2009990,29
2925710,6
2003780,60
4015240,11
2918360,3
4009910,34
2919170,38
4020880,19
2923580,623
4003210,9
2005400,2
4009300,65
4003810,37
2008970,36
2929430,36
4022650,2
2910410,80
4033300,50
2003630,95
2925640,21
2931440,178
4007170,10
2905370,88
4030240,3137
4607400,4
2911400,16
2911990,69
4030870,7
4028710,65
2914310,21
2003210,2
4646260,16
3100097,3
4650670,65
4604270,18
2921100,91
4641550,1
4027060,15
4622940,65
2923010,48
2008670,65
3100016,271
4027750,132
2012300,51
4013950,94
2900022,65
3103600,97
4014790,50
3170530,65
2930360,31
3169840,5
3100112,6
2909930,10
4016590,80
3175900,130
4011250,22
2910920,94
2608070,65
3904865,44
3904751,11
2620340,1122
2625140,65
3904991,12
2615060,100
3904879,47
3904390,333
2604470,27
3904467,675
3904378,11114
2617520,696
3904582,24
3905013,22
3904438,170
3904350,60
2627060,126
3904425,83
2623250,119
2628740,1103
3904717,34
2600168,523
3904957,21
3905042,76
2611910,136
2617860,68
3904433,365
2607530,65
3910000,257
3904420,265
2608910,108
2608160,41
2614520,4316
2615390,165
3904993,138
2625980,131
2612690,187
3904841,30
2607040,40
3904966,33
3904858,10
3904744,28
2620050,107
2600016,492
2624750,235
2611030,65
2617250,134
2616110,612
3904914,98
3904803,53
3904813,235
3904689,472
2617880,66
3904585,86
2622050,189
3904827,56
2609900,306
2615830,106
3904647,28
3905023,12
2626370,105
2616440,4171
2621570,225
3904435,351
2627210,308
3910014,186
2633420,212
3910002,12
3904615,83
2632370,74
3904908,80
3904798,37
2633870,390
3910004,6
3904922,221
2603240,70
3904640,43
2610020,19
3904887,43
3904780,9
3904587,40
3904493,38
3904402,117
2611670,52
3904610,583
2612540,90
3904508,53
2618420,580
2623790,39
2600012,65
3904377,77
2619050,18
2629940,369
3904481,1034
2630960,21
3904405,122
3905004,84
3904511,333
3904418,340
2601103,12934
2607410,72
2614280,397
2619620,1218
3904964,29
3904949,139
2624150,364
3904984,28
3904704,13
3904494,277
3904838,47
2606960,79
2612600,109
3904723,65
3905039,54
3904926,63
3904816,31
3904553,31
3904458,4
2628530,176
2635220,204
3904472,21
3904782,13
2620940,86
3904909,112
2632880,19
3904999,92
2632250,256
3904888,67
3904385,69
2604830,1869
2604260,2634
3904460,94
2610140,165
3904373,65
2617220,32
3904825,53
3904920,59
3904811,72
2610980,41
2622620,29
2608640,164
3904768,4
3904540,65
2609840,228
3904785,58
2603810,206
3904662,13
3904986,50
3904872,221
3904400,72
2634410,92
3910009,37
3905032,7
2680600,5
3904928,58
2600286,186
2680985,65
3904354,39
2680830,65
2601029,408
3904681,49
3904788,182
3904469,135
3904884,117
2626010,391
3904778,56
2625320,132
3904655,30
2680240,65
3904905,9
2632310,1948
3904624,12
3904521,7
2614070,258
2612810,216
3904514,19
2618570,53
2600017,65
3904630,128
2619410,27
3904727,27
2630300,176
2636300,60
3904394,842
3904500,65
2613530,84
3904620,38
3904517,368
2618480,408
3904606,86
2619950,5534
3904734,140
3904397,26
2624690,399
3904504,823
2636630,762
3904410,1491
3904489,100
3904900,25
3904793,14
3904670,28
3904918,85
2616830,36
3904808,26
2610830,97
3904695,247
2617760,341
2622470,136
2623130,86
3904831,7
2600291,185
3904627,5
2680440,65
3904524,33
3904430,792
2602640,15
3904762,46
3904642,88
3904538,6
2680680,65
3904451,841
3904532,11
2608580,675
3904558,17
2616350,387
3904651,13
2620730,227
3904546,23
2626190,556
3905027,11
2612420,338
2611600,2590
3904484,128
2613050,30
3904613,60
2618270,105
3904600,2
2600007,13
3904380,14881
2618840,85
2623580,73
3905066,65
2635850,150
3904392,48
3904635,742
3904737,360
3904774,24
3904867,50
2632610,22
3904506,106
3904412,268
2631020,44
3904519,114
2622740,18
2634710,65
3910033,21
3904550,127
2628830,1035
2600295,82
3904455,111
3904675,54
3904564,5
2635460,83
2620550,10
3904988,22
3900454,197
2619890,12
3904874,64
2610650,53
3904387,145
2617700,4
2605850,53
2611610,489
3904479,523
3904951,99
2623070,107
2611430,207
3904482,15
2622970,206
3905048,12
3904941,114
2612300,2
2618030,574
2600005,464
2618720,498
3904954,42
2633930,157
2601010,234
3904446,90
2680965,65
3910024,18
2603480,3
3905055,14
3904358,79
3910012,91
2610080,190
3904847,63
2634680,520
3904943,69
3904576,64
3904475,168
3904697,411
2605820,132
3904591,4
3904498,22
2606780,358
2624420,64
2629760,399
2616410,55
3904561,60
3904687,101
2622290,19
2600139,339
3904795,72
2621450,51
3904672,3
3904440,904
2600156,173
3910019,205
2633410,66
3904352,34
3910007,37
2680820,207
3904548,40
3904453,141
3904365,106
3910026,21
3904360,403
3905058,13
2632300,161
3905006,90
2621120,23
2632940,229
3905016,100
3904912,30
3904801,90
2626520,7
2680720,65
2680900,65
2602730,254
2602790,212
3904758,13
2601950,14
3904638,90
3904535,37
3904542,42
3904448,82
2608670,15
3904528,48
2620880,692
3904555,92
3904407,11
2631320,69
3905001,81
2607560,156
3904427,71
3904414,16
2614550,153
3904861,32
2615420,41
3904783,11
2609750,105
3904815,72
2611400,27
3904910,98
2610410,54
2616380,139
2617400,37
3904686,50
3904580,24
2634260,1
3904823,615
3904702,151
2634950,27
3910030,89
2629120,71
3904452,125
2635730,18
3904671,26
2604170,55
3904560,64
3904465,12
2630990,57
3904880,46
3904773,26
3904650,22
3904399,239
2618510,110
3904718,44
2623280,33
3904607,48
3904505,275
3905072,30
2623850,80
3904965,159
2619250,303
2624720,519
2630090,173
3904476,84
2600015,2315
3904366,28
3910020,53
2680920,65
3905049,1
3904468,162
3904379,817
2610590,521
3910032,132
2611550,63
3904927,35
3904817,206
2618180,37
2615730,186
2620820,164
2620070,432
3905015,35
2625680,200
3905007,131
2627150,52
3904903,4
2626220,427
2632640,62
3910001,18
2633360,24
2614100,65
3904994,52
2624840,1067
2614760,42
3904883,38
2620160,544
3904470,48
2605010,107
3904381,54
3904586,26
2612030,43
2611140,80
3904485,115
3904648,82
3904543,6
2680850,65
2602550,111
3904790,42
2615540,94
2603600,65
3904667,19
2609570,753
3904989,55
2600225,429
2636330,30
3904403,9
2680504,65
3904611,219
2618390,79
2623100,34
3904822,313
2635190,953
3904946,42
2629250,52
3904836,11
3904579,76
2635940,118
3904480,2683
2614610,181
2608430,70
3904523,14
2620670,138
3905003,25
3904894,5
2609560,215
3904990,31
3905018,33
3904416,133
3905012,70
2633030,81
2629520,123
3904953,119
2628950,297
3904486,120
2600949,287
2635550,183
3904566,120
3904471,197
2606090,30
2604740,224
3904694,293
2635970,166
3904389,14
2624600,65
2616500,266
3904557,69
2615970,39
3904463,876
3904807,40
3904684,87
2621690,134
2633540,643
3904437,157
3905028,127
3904924,99
3904364,71
2603690,234
3910018,24
2602670,59
3904351,352
2680880,13
3905046,14
3904800,89
3904678,33
2625560,59
3905005,12
2632550,24
2626130,60
3904899,65
3904792,2
2680520,1
3904531,19
2633090,188
2608130,109
3904752,81
3904634,119
3910011,66
2632910,80
2623550,23
3904826,30
2628140,18
3904705,21
3905059,35
2635040,36
3904950,44
2629160,226
3904839,8
3904583,32
3904483,204
3904386,93
2629460,883
3905106,163
2621150,2430
3904663,22
3904554,55
2610110,98
3904459,86
2616050,27
3904802,81
3904919,40
3904652,10
3904547,81
2602190,185
3904794,17
2608940,18
3901539,12
3904992,76
3904406,38
2636660,180
3905044,65
3904937,13
2612450,567
2623610,25
3904375,494
3910028,25
2618930,115
2629790,10
3904961,33
3904849,55
2600956,151
2636485,155
2635910,768
3905068,17
3904608,65
2606570,163
3904700,520
2607080,119
3904719,42
2612150,272
3904429,298
2602520,242
2607620,75
2608770,345
3904657,132
2636570,625
3904983,106
3904869,632
3904396,337
3904995,65
3904837,18
3900068,58
3904722,57
3910016,39
3904349,636
2627420,214
2634470,1216
2680860,65
2628200,170
3904450,70
3904362,20
3904369,62
3910023,41
3904357,48
2635160,461
2624180,88
2619580,56
2625020,16
2630450,334
3904391,161
2629670,67
2632220,468
2636420,28
3904495,61
3904404,718
3904411,91
2680160,65
2623820,235
3904371,1674
3910025,131
2628560,619
3905056,9
2635310,855
3904956,47
2600013,54
2629370,80
3904846,46
3905088,73
2630030,249
2636060,227
3904604,46
2636600,65
2600952,248
2635820,284
3904563,7
3904599,8
3904688,35
2604950,55
3904592,69
2606500,59
3904490,7285
3905024,43
3910015,363
2680930,65
3905043,87
2602820,149
2604530,92
2603900,331
3904674,30
2609930,62
2616470,148
3904921,29
3904812,64
2610620,99
2614230,227
3904963,37
3904852,52
2620280,149
3904632,60
2619530,33
3904877,61
2624960,36
2630390,3085
3904422,574
3904503,3
3904409,178
3904619,63
3904516,450
2632820,101
2680400,65
2623460,42
3904939,3
3904830,142
2627930,115
3904708,13
3905054,19
2610380,200
3904457,291
3904917,26
2617940,63
3904945,804
3905035,7
2618810,48
3904724,251
3904612,36
3904510,448
2607320,72
2612990,77
3904424,25
2607690,65
2606990,79
2608520,96
3904871,95
2614690,113
3904761,49
2613560,163
3904857,5
3904998,54
3904985,96
2620010,107
3904474,559
2604800,110
3904384,1584
2610860,74
3904488,81
2606270,463
2612560,30
2618450,213
3904947,90
2617820,136
3905070,13
3904696,328
2605780,26
3904733,191
2612330,70
2606720,45
3904832,3
3904716,26
2634560,599
2633720,65
2615150,8
3904539,16
3904445,597
3904660,178
2615990,131
2620980,74
3904643,37
2610050,65
3906968,21
3904431,9
2627660,137
2621840,503
2617160,149
3904575,31
3904359,45
2633810,161
2622500,65
3905041,31
2634650,118
3904447,55
3904502,62
2619470,35
2624120,120
3905069,29
3904962,45
3904395,806
3904383,214
2629540,323
2616320,39
3904565,73
2621240,65
3904659,130
3904551,68
2622200,86
3904799,47
3904676,155
2627900,7
3904355,50
3910010,105
3905033,21
3904456,40
2633900,57
2680770,65
3904444,31
3910022,23
2610750,51
2633510,102
3910017,601
3904419,169
3905000,8
3904617,48
2602220,176
2619920,58
3905019,125
2608400,28
3904701,401
2621870,504
2680200,65
3904656,6
2632280,705
3904577,226
2606000,25
2626400,12
2620310,54
2636540,349
3904997,112
3910003,144
3904556,45
2606600,37
2628170,135
3904529,25
2680580,2
2623910,115
2629910,79
2614460,675
3904759,7
3904639,62
2617910,37
2625800,22
2615870,148
3904513,273
2680380,65
2607800,65
2680990,12
2632850,89
3905017,65
3904787,18
3904353,331
3904763,54
2620380,77
2625230,19
2625950,131
3904499,1282
3904614,69
3904348,6165
3904936,65
2627810,223
2633840,296
3904820,27
2627240,123
3900031,157
3904699,43
3904461,75
3904374,417
2634440,19
3904449,195
3910027,121
3904388,33
3904413,17
3904492,295
3904408,454
2601920,52
3904515,51
3904421,126
2607140,150
2607890,1308
3904393,54
3905053,27
3904944,4
3904834,26
2628890,21
3905067,10
2618540,41
2635520,62
3904952,35
2629490,128
3904842,25
2636270,1
3904968,28
2630210,1437
3904601,5
2612480,35
3904726,33
2606870,154
3904829,271
2601980,79
2617730,247
3900237,65
3910008,26
2614570,43
2609150,83
3904603,41
3904376,155
2600322,8
2626280,78
3904527,66
3904434,95
3904631,98
2615450,139
2603540,101
3904441,727
3904779,41
2616080,148
3904549,181
2621600,287
3906190,251
2620910,126
3904915,58
3906568,48
3904772,39
3904625,94
3904870,350
2620610,162
2632340,144
3904509,90
3904415,147
