Lea State,LEA,ID,Sex,Total
NJ,Township of Union School District,3416500,M,510
NJ,Township of Union School District,3416500,F,173
NY,EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,3609990,M,731
NY,EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,3609990,F,198
NY,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,3621630,M,104
NY,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,3621630,F,9
NY,WALTON CENTRAL SCHOOL DISTRICT,3629820,M,91
NY,WALTON CENTRAL SCHOOL DISTRICT,3629820,F,16
NJ,Ringwood School District,3413860,M,38
NJ,Ringwood School District,3413860,F,0
NY,SCARSDALE UNION FREE SCHOOL DISTRICT,3625950,M,19
NY,SCARSDALE UNION FREE SCHOOL DISTRICT,3625950,F,8
NY,UNIONDALE UNION FREE SCHOOL DISTRICT,3629280,M,202
NY,UNIONDALE UNION FREE SCHOOL DISTRICT,3629280,F,80
MA,Ashland,2502100,M,244
MA,Ashland,2502100,F,30
NJ,Hanover Township School District,3406690,M,19
NJ,Hanover Township School District,3406690,F,0
ME,RSU 15/MSAD 15,2310710,M,253
ME,RSU 15/MSAD 15,2310710,F,24
NY,GENERAL BROWN CENTRAL SCHOOL DISTRICT,3611910,M,191
NY,GENERAL BROWN CENTRAL SCHOOL DISTRICT,3611910,F,31
NY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,3627210,M,331
NY,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,3627210,F,96
MA,Monomoy Regional School District,2500544,M,258
MA,Monomoy Regional School District,2500544,F,72
MA,Middleborough,2507770,M,276
MA,Middleborough,2507770,F,172
NJ,RAMSEY SCHOOL DISTRICT,3413590,M,40
NJ,RAMSEY SCHOOL DISTRICT,3413590,F,2
NY,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,M,50
NY,CANANDAIGUA CITY SCHOOL DISTRICT,3606330,F,55
NY,LONG BEACH CITY SCHOOL DISTRICT,3617730,M,1128
NY,LONG BEACH CITY SCHOOL DISTRICT,3617730,F,180
MA,Stoneham,2511220,M,127
MA,Stoneham,2511220,F,63
MA,Freetown-Lakeville,2505070,M,95
MA,Freetown-Lakeville,2505070,F,27
MA,Nantucket,2508250,M,93
MA,Nantucket,2508250,F,13
NY,ALBION CENTRAL SCHOOL DISTRICT,3602520,M,234
NY,ALBION CENTRAL SCHOOL DISTRICT,3602520,F,72
ME,Gorham Public Schools,2306060,M,183
ME,Gorham Public Schools,2306060,F,78
NJ,LONG BRANCH PUBLIC SCHOOL District,3408940,M,371
NJ,LONG BRANCH PUBLIC SCHOOL District,3408940,F,107
NY,WEBSTER CENTRAL SCHOOL DISTRICT,3630360,M,1650
NY,WEBSTER CENTRAL SCHOOL DISTRICT,3630360,F,410
NY,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,3607860,M,708
NY,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,3607860,F,401
NJ,Cherry Hill School District,3403000,M,908
NJ,Cherry Hill School District,3403000,F,122
NY,SILVER CREEK CENTRAL SCHOOL DISTRICT,3626880,M,126
NY,SILVER CREEK CENTRAL SCHOOL DISTRICT,3626880,F,89
NY,MASSENA CENTRAL SCHOOL DISTRICT,3618660,M,440
NY,MASSENA CENTRAL SCHOOL DISTRICT,3618660,F,187
NJ,GLOUCESTER CITY PUBLIC SCHOOL DISTRICT,3406000,M,181
NJ,GLOUCESTER CITY PUBLIC SCHOOL DISTRICT,3406000,F,58
NY,OSSINING UNION FREE SCHOOL DISTRICT,3622020,M,525
NY,OSSINING UNION FREE SCHOOL DISTRICT,3622020,F,364
NY,VESTAL CENTRAL SCHOOL DISTRICT,3629610,M,66
NY,VESTAL CENTRAL SCHOOL DISTRICT,3629610,F,34
NJ,Black Horse Pike Regional School District,3401770,M,1191
NJ,Black Horse Pike Regional School District,3401770,F,472
CT,WATERTOWN SCHOOL DISTRICT,904890,M,224
CT,WATERTOWN SCHOOL DISTRICT,904890,F,94
MA,Tewksbury,2511580,M,289
MA,Tewksbury,2511580,F,117
NY,EAST AURORA UNION FREE SCHOOL DISTRICT,3609540,M,194
NY,EAST AURORA UNION FREE SCHOOL DISTRICT,3609540,F,9
ME,Waterville Public Schools,2313350,M,23
ME,Waterville Public Schools,2313350,F,13
MA,Rockland,2510170,M,120
MA,Rockland,2510170,F,38
NJ,Union County Vocational-Technical School District,3418040,M,67
NJ,Union County Vocational-Technical School District,3418040,F,11
NH,Pelham School District,3305550,M,121
NH,Pelham School District,3305550,F,26
NY,RED HOOK CENTRAL SCHOOL DISTRICT,3624240,M,273
NY,RED HOOK CENTRAL SCHOOL DISTRICT,3624240,F,10
NJ,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,3400085,M,22
NJ,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,3400085,F,19
NY,YORKTOWN CENTRAL SCHOOL DISTRICT,3631980,M,149
NY,YORKTOWN CENTRAL SCHOOL DISTRICT,3631980,F,38
CT,NEW BRITAIN SCHOOL DISTRICT,902670,M,2526
CT,NEW BRITAIN SCHOOL DISTRICT,902670,F,1242
CT,PLAINFIELD SCHOOL DISTRICT,903270,M,176
CT,PLAINFIELD SCHOOL DISTRICT,903270,F,31
NY,LANCASTER CENTRAL SCHOOL DISTRICT,3616680,M,242
NY,LANCASTER CENTRAL SCHOOL DISTRICT,3616680,F,44
CT,BROOKFIELD SCHOOL DISTRICT,900540,M,153
CT,BROOKFIELD SCHOOL DISTRICT,900540,F,33
CT,NORTH HAVEN SCHOOL DISTRICT,903030,M,212
CT,NORTH HAVEN SCHOOL DISTRICT,903030,F,107
NY,NEW YORK STATE OFFICE MENTAL HEALTH (OMH),3600127,M,0
NY,NEW YORK STATE OFFICE MENTAL HEALTH (OMH),3600127,F,0
NJ,Hamilton Township Public School District,3406540,M,1143
NJ,Hamilton Township Public School District,3406540,F,524
NJ,HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT,3407560,M,173
NJ,HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT,3407560,F,11
ME,RSU 51/MSAD 51,2314240,M,13
ME,RSU 51/MSAD 51,2314240,F,9
MA,Attleboro,2502190,M,1037
MA,Attleboro,2502190,F,273
NY,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,3629670,M,36
NY,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,3629670,F,6
NY,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,3602340,M,114
NY,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,3602340,F,15
RI,Cranston,4400240,M,1473
RI,Cranston,4400240,F,514
CT,NORWALK SCHOOL DISTRICT,903090,M,1100
CT,NORWALK SCHOOL DISTRICT,903090,F,483
ME,RSU 35/MSAD 35,2311370,M,119
ME,RSU 35/MSAD 35,2311370,F,17
NY,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,3600005,M,267
NY,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,3600005,F,86
NJ,Holmdel Township School District,3407410,M,37
NJ,Holmdel Township School District,3407410,F,12
NY,GREAT NECK UNION FREE SCHOOL DISTRICT,3612510,M,135
NY,GREAT NECK UNION FREE SCHOOL DISTRICT,3612510,F,29
NJ,Passaic City School District,3412540,M,1448
NJ,Passaic City School District,3412540,F,1002
MA,Maynard,2507500,M,58
MA,Maynard,2507500,F,7
ME,Augusta Public Schools,2302640,M,536
ME,Augusta Public Schools,2302640,F,315
NY,LEVITTOWN UNION FREE SCHOOL DISTRICT,3617160,M,294
NY,LEVITTOWN UNION FREE SCHOOL DISTRICT,3617160,F,103
NY,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,3613530,M,282
NY,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,3613530,F,63
NH,Raymond School District,3305880,M,235
NH,Raymond School District,3305880,F,50
NJ,PLEASANTVILLE PUBLIC SCHOOL DISTRICT,3413200,M,886
NJ,PLEASANTVILLE PUBLIC SCHOOL DISTRICT,3413200,F,605
NJ,Vineland Public School District,3416800,M,1204
NJ,Vineland Public School District,3416800,F,579
NJ,Keansburg School District,3407860,M,91
NJ,Keansburg School District,3407860,F,41
CT,SUFFIELD SCHOOL DISTRICT,904470,M,95
CT,SUFFIELD SCHOOL DISTRICT,904470,F,36
NY,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,3625170,M,1142
NY,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,3625170,F,810
NY,SARATOGA SPRINGS CITY SD,3625770,M,482
NY,SARATOGA SPRINGS CITY SD,3625770,F,392
NJ,NEPTUNE TOWNSHIP SCHOOL DISTRICT,3411160,M,1131
NJ,NEPTUNE TOWNSHIP SCHOOL DISTRICT,3411160,F,421
NY,PEMBROKE CENTRAL SCHOOL DISTRICT,3608340,M,84
NY,PEMBROKE CENTRAL SCHOOL DISTRICT,3608340,F,25
NY,KINGS PARK CENTRAL SCHOOL DISTRICT,3616260,M,219
NY,KINGS PARK CENTRAL SCHOOL DISTRICT,3616260,F,15
NY,QUEENSBURY UNION FREE SCHOOL DISTRICT,3624030,M,162
NY,QUEENSBURY UNION FREE SCHOOL DISTRICT,3624030,F,60
NY,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,3627300,M,395
NY,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,3627300,F,120
MA,Plymouth,2509720,M,879
MA,Plymouth,2509720,F,220
CT,BERLIN SCHOOL DISTRICT,900210,M,71
CT,BERLIN SCHOOL DISTRICT,900210,F,10
NY,PEARL RIVER UNION FREE SCHOOL DISTRICT,3622560,M,55
NY,PEARL RIVER UNION FREE SCHOOL DISTRICT,3622560,F,24
RI,Warwick,4401110,M,947
RI,Warwick,4401110,F,396
NY,BEAVER RIVER CENTRAL SCHOOL DISTRICT,3604200,M,15
NY,BEAVER RIVER CENTRAL SCHOOL DISTRICT,3604200,F,1
MA,Chelsea,2503540,M,942
MA,Chelsea,2503540,F,348
NY,AUBURN CITY SCHOOL DISTRICT,3603480,M,2512
NY,AUBURN CITY SCHOOL DISTRICT,3603480,F,710
VT,Rutland City School District,5007050,M,320
VT,Rutland City School District,5007050,F,100
MA,Hudson,2506390,M,228
MA,Hudson,2506390,F,63
NJ,Spotswood Public School District,3415540,M,208
NJ,Spotswood Public School District,3415540,F,31
NY,JOHNSTOWN CITY SCHOOL DISTRICT,3615980,M,320
NY,JOHNSTOWN CITY SCHOOL DISTRICT,3615980,F,70
ME,Machias Public Schools,2307710,M,36
ME,Machias Public Schools,2307710,F,12
CT,GRISWOLD SCHOOL DISTRICT,901740,M,233
CT,GRISWOLD SCHOOL DISTRICT,901740,F,113
CT,VERNON SCHOOL DISTRICT,904680,M,517
CT,VERNON SCHOOL DISTRICT,904680,F,128
NY,LYONS CENTRAL SCHOOL DISTRICT,3618030,M,710
NY,LYONS CENTRAL SCHOOL DISTRICT,3618030,F,262
NY,HORNELL CITY SCHOOL DISTRICT,3614820,M,437
NY,HORNELL CITY SCHOOL DISTRICT,3614820,F,260
MA,Arlington,2501980,M,299
MA,Arlington,2501980,F,76
MA,Groton-Dunstable,2505500,M,43
MA,Groton-Dunstable,2505500,F,6
NH,Hooksett School District,3303870,M,34
NH,Hooksett School District,3303870,F,15
NH,Lebanon School District,3304230,M,167
NH,Lebanon School District,3304230,F,55
MA,Lawrence,2506660,M,2768
MA,Lawrence,2506660,F,897
ME,RSU 72/MSAD 72,2314765,M,53
ME,RSU 72/MSAD 72,2314765,F,11
MA,Agawam,2501800,M,303
MA,Agawam,2501800,F,69
CT,THOMPSON SCHOOL DISTRICT,904530,M,201
CT,THOMPSON SCHOOL DISTRICT,904530,F,34
NY,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,3629970,M,354
NY,WARWICK VALLEY CENTRAL SCHOOL DISTRICT,3629970,F,69
NY,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,3629490,M,6
NY,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,3629490,F,0
MA,Hanover,2505790,M,55
MA,Hanover,2505790,F,82
MA,West Springfield,2512510,M,335
MA,West Springfield,2512510,F,71
VT,Springfield School District,5007530,M,180
VT,Springfield School District,5007530,F,91
NY,WAVERLY CENTRAL SCHOOL DISTRICT,3630270,M,245
NY,WAVERLY CENTRAL SCHOOL DISTRICT,3630270,F,91
NY,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,3608010,M,22
NY,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,3608010,F,0
CT,CROMWELL SCHOOL DISTRICT,900990,M,42
CT,CROMWELL SCHOOL DISTRICT,900990,F,6
CT,EASTERN CONNECTICUT REGIONAL,901360,M,29
CT,EASTERN CONNECTICUT REGIONAL,901360,F,24
NJ,FLORHAM PARK SCHOOL DISTRICT,3405250,M,2
NJ,FLORHAM PARK SCHOOL DISTRICT,3405250,F,0
NJ,Kearny,3407890,M,162
NJ,Kearny,3407890,F,53
ME,Yarmouth Schools,2314100,M,14
ME,Yarmouth Schools,2314100,F,2
NJ,MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT,3410470,M,189
NJ,MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT,3410470,F,94
VT,Addison Northwest School District,5000398,M,16
VT,Addison Northwest School District,5000398,F,4
MA,Everett,2504770,M,554
MA,Everett,2504770,F,196
NY,AMHERST CENTRAL SCHOOL DISTRICT,3602920,M,141
NY,AMHERST CENTRAL SCHOOL DISTRICT,3602920,F,47
NY,CHATHAM CENTRAL SCHOOL DISTRICT,3607110,M,94
NY,CHATHAM CENTRAL SCHOOL DISTRICT,3607110,F,0
NY,EDGEMONT UNION FREE SCHOOL DISTRICT,3610200,M,35
NY,EDGEMONT UNION FREE SCHOOL DISTRICT,3610200,F,1
NY,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,3609690,M,1902
NY,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,3609690,F,399
NJ,East Windsor Regional School District,3404320,M,498
NJ,East Windsor Regional School District,3404320,F,120
CT,REGIONAL SCHOOL DISTRICT 07,903720,M,72
CT,REGIONAL SCHOOL DISTRICT 07,903720,F,1
NJ,Lakewood Township School District,3408220,M,1171
NJ,Lakewood Township School District,3408220,F,458
NY,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,3614430,M,71
NY,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,3614430,F,45
NY,CENTER MORICHES UNION FREE SCHOOL DISTRICT,3606840,M,110
NY,CENTER MORICHES UNION FREE SCHOOL DISTRICT,3606840,F,72
NY,NEWBURGH CITY SCHOOL DISTRICT,3620700,M,5197
NY,NEWBURGH CITY SCHOOL DISTRICT,3620700,F,3476
NY,RYE CITY SCHOOL DISTRICT,3625260,M,121
NY,RYE CITY SCHOOL DISTRICT,3625260,F,93
NY,ROCHESTER CITY SCHOOL DISTRICT,3624750,M,0
NY,ROCHESTER CITY SCHOOL DISTRICT,3624750,F,0
NH,Shaker Regional School District,3306180,M,177
NH,Shaker Regional School District,3306180,F,77
RI,Burrillville,4400090,M,551
RI,Burrillville,4400090,F,97
NY,CARTHAGE CENTRAL SCHOOL DISTRICT,3606630,M,419
NY,CARTHAGE CENTRAL SCHOOL DISTRICT,3606630,F,111
NJ,Warren Township School District,3416980,M,0
NJ,Warren Township School District,3416980,F,0
CT,KILLINGLY SCHOOL DISTRICT,902070,M,173
CT,KILLINGLY SCHOOL DISTRICT,902070,F,68
NJ,Glen Ridge Public School District,3405940,M,0
NJ,Glen Ridge Public School District,3405940,F,0
NY,PENFIELD CENTRAL SCHOOL DISTRICT,3622710,M,209
NY,PENFIELD CENTRAL SCHOOL DISTRICT,3622710,F,100
RI,North Providence,4400780,M,439
RI,North Providence,4400780,F,162
MA,Bridgewater-Raynham,2503030,M,709
MA,Bridgewater-Raynham,2503030,F,72
VT,Brattleboro School District,5002490,M,17
VT,Brattleboro School District,5002490,F,18
NJ,Denville Township K-8 School District,3403870,M,53
NJ,Denville Township K-8 School District,3403870,F,3
VT,Orange Southwest Unified School District,5000400,M,74
VT,Orange Southwest Unified School District,5000400,F,24
CT,GLASTONBURY SCHOOL DISTRICT,901620,M,117
CT,GLASTONBURY SCHOOL DISTRICT,901620,F,24
NY,MAHOPAC CENTRAL SCHOOL DISTRICT,3618120,M,246
NY,MAHOPAC CENTRAL SCHOOL DISTRICT,3618120,F,59
CT,OLD SAYBROOK SCHOOL DISTRICT,903180,M,49
CT,OLD SAYBROOK SCHOOL DISTRICT,903180,F,30
NY,PINE PLAINS CENTRAL SCHOOL DISTRICT,3623040,M,31
NY,PINE PLAINS CENTRAL SCHOOL DISTRICT,3623040,F,14
MA,Melrose,2507620,M,35
MA,Melrose,2507620,F,17
ME,Falmouth Public Schools,2305670,M,47
ME,Falmouth Public Schools,2305670,F,23
NJ,Evesham Township School District,3404890,M,146
NJ,Evesham Township School District,3404890,F,5
CT,PORTLAND SCHOOL DISTRICT,903390,M,170
CT,PORTLAND SCHOOL DISTRICT,903390,F,21
NH,Contoocook Valley School District,3302480,M,112
NH,Contoocook Valley School District,3302480,F,25
CT,WESTON SCHOOL DISTRICT,905010,M,25
CT,WESTON SCHOOL DISTRICT,905010,F,35
NJ,Logan Township School District,3408880,M,16
NJ,Logan Township School District,3408880,F,10
NJ,North Brunswick Township School District,3411490,M,979
NJ,North Brunswick Township School District,3411490,F,387
NY,EASTERN SUFFOLK BOCES,3680820,M,1369
NY,EASTERN SUFFOLK BOCES,3680820,F,534
ME,RSU 53/MSAD 53,2314610,M,186
ME,RSU 53/MSAD 53,2314610,F,26
MA,Cohasset,2503780,M,35
MA,Cohasset,2503780,F,25
NY,TICONDEROGA CENTRAL SCHOOL DISTRICT,3628680,M,116
NY,TICONDEROGA CENTRAL SCHOOL DISTRICT,3628680,F,31
NY,BRIGHTON CENTRAL SCHOOL DISTRICT,3605460,M,602
NY,BRIGHTON CENTRAL SCHOOL DISTRICT,3605460,F,280
NY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,3624150,M,913
NY,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,3624150,F,455
NJ,Piscataway Township School District,3413050,M,1027
NJ,Piscataway Township School District,3413050,F,294
VT,Winooski School District,5009360,M,60
VT,Winooski School District,5009360,F,21
VT,Lunenburg School District,5005280,M,37
VT,Lunenburg School District,5005280,F,0
NY,SWEET HOME CENTRAL SCHOOL DISTRICT,3628500,M,114
NY,SWEET HOME CENTRAL SCHOOL DISTRICT,3628500,F,47
NJ,Hoboken Public School District,3407350,M,111
NJ,Hoboken Public School District,3407350,F,32
NJ,Jackson Township School District,3407740,M,274
NJ,Jackson Township School District,3407740,F,63
ME,RSU 63/MSAD 63,2314470,M,219
ME,RSU 63/MSAD 63,2314470,F,0
NY,WAPPINGERS CENTRAL SCHOOL DISTRICT,3629880,M,1522
NY,WAPPINGERS CENTRAL SCHOOL DISTRICT,3629880,F,466
NY,BALDWIN UNION FREE SCHOOL DISTRICT,3603840,M,410
NY,BALDWIN UNION FREE SCHOOL DISTRICT,3603840,F,175
NJ,Monmouth County Vocational School District,3417500,M,135
NJ,Monmouth County Vocational School District,3417500,F,24
NY,NORTH SHORE CENTRAL SCHOOL DISTRICT,3626370,M,41
NY,NORTH SHORE CENTRAL SCHOOL DISTRICT,3626370,F,12
NJ,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,3402280,M,639
NJ,BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,3402280,F,92
NY,EDEN CENTRAL SCHOOL DISTRICT,3610170,M,97
NY,EDEN CENTRAL SCHOOL DISTRICT,3610170,F,35
RI,Barrington,4400030,M,157
RI,Barrington,4400030,F,28
NY,GENEVA CITY SCHOOL DISTRICT,3611970,M,1897
NY,GENEVA CITY SCHOOL DISTRICT,3611970,F,681
CT,BOLTON SCHOOL DISTRICT,900360,M,22
CT,BOLTON SCHOOL DISTRICT,900360,F,9
NJ,Hawthorne Public School District,3406990,M,63
NJ,Hawthorne Public School District,3406990,F,13
CT,PUTNAM SCHOOL DISTRICT,903480,M,113
CT,PUTNAM SCHOOL DISTRICT,903480,F,22
NJ,Manville Board of Education,3409630,M,36
NJ,Manville Board of Education,3409630,F,13
NY,BRASHER FALLS CENTRAL SCHOOL DISTRICT,3627960,M,226
NY,BRASHER FALLS CENTRAL SCHOOL DISTRICT,3627960,F,73
ME,Westbrook Public Schools,2313560,M,401
ME,Westbrook Public Schools,2313560,F,159
CT,GRANBY SCHOOL DISTRICT,901680,M,14
CT,GRANBY SCHOOL DISTRICT,901680,F,1
CT,TRUMBULL SCHOOL DISTRICT,904620,M,147
CT,TRUMBULL SCHOOL DISTRICT,904620,F,48
NJ,CLAYTON PUBLIC SCHOOL DISTRICT,3403180,M,127
NJ,CLAYTON PUBLIC SCHOOL DISTRICT,3403180,F,50
NJ,Jefferson Township Public School District,3407800,M,139
NJ,Jefferson Township Public School District,3407800,F,37
CT,STONINGTON SCHOOL DISTRICT,904380,M,196
CT,STONINGTON SCHOOL DISTRICT,904380,F,22
NY,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),3621450,M,197
NY,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),3621450,F,51
VT,Essex-Westford Educational Community Unified School District,5000395,M,110
VT,Essex-Westford Educational Community Unified School District,5000395,F,55
MA,Falmouth,2504860,M,602
MA,Falmouth,2504860,F,201
MA,Sutton,2511400,M,112
MA,Sutton,2511400,F,16
CT,SEYMOUR SCHOOL DISTRICT,903990,M,284
CT,SEYMOUR SCHOOL DISTRICT,903990,F,167
NJ,UPPER FREEHOLD REGIONAL SCHOOL DISTRICT,3416560,M,35
NJ,UPPER FREEHOLD REGIONAL SCHOOL DISTRICT,3416560,F,23
NY,OLEAN CITY SCHOOL DISTRICT,3621720,M,316
NY,OLEAN CITY SCHOOL DISTRICT,3621720,F,113
MA,Gill-Montague,2505270,M,74
MA,Gill-Montague,2505270,F,21
MA,Uxbridge,2511850,M,123
MA,Uxbridge,2511850,F,12
VT,Rivendell Interstate School District,5000024,M,61
VT,Rivendell Interstate School District,5000024,F,10
MA,North Middlesex,2508790,M,129
MA,North Middlesex,2508790,F,19
NY,DOBBS FERRY UNION FREE SCHOOL DISTRICT,3609120,M,45
NY,DOBBS FERRY UNION FREE SCHOOL DISTRICT,3609120,F,25
NJ,South Orange-Maplewood School District,3415330,M,240
NJ,South Orange-Maplewood School District,3415330,F,154
MA,Concord,2503840,M,6
MA,Concord,2503840,F,0
NJ,Montgomery Township School District,3410590,M,27
NJ,Montgomery Township School District,3410590,F,16
MA,Douglas,2504230,M,30
MA,Douglas,2504230,F,0
NY,NORTH MERRICK UNION FREE SCHOOL DISTRICT,3621120,M,31
NY,NORTH MERRICK UNION FREE SCHOOL DISTRICT,3621120,F,3
NY,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,3616980,M,854
NY,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,3616980,F,269
MA,Mendon-Upton,2507680,M,254
MA,Mendon-Upton,2507680,F,5
MA,Beverly,2502640,M,225
MA,Beverly,2502640,F,111
ME,Jonesport Public Schools,2307100,M,4
ME,Jonesport Public Schools,2307100,F,0
NJ,Freehold Regional High School District,3405610,M,1228
NJ,Freehold Regional High School District,3405610,F,338
CT,SHELTON SCHOOL DISTRICT,904050,M,287
CT,SHELTON SCHOOL DISTRICT,904050,F,163
NJ,Tinton Falls School District,3416200,M,68
NJ,Tinton Falls School District,3416200,F,20
RI,South Kingstown,4401020,M,119
RI,South Kingstown,4401020,F,60
MA,Westfield,2512630,M,865
MA,Westfield,2512630,F,373
ME,RSU 18,2314779,M,172
ME,RSU 18,2314779,F,93
ME,RSU 39,2314794,M,148
ME,RSU 39,2314794,F,35
RI,Middletown,4400630,M,11
RI,Middletown,4400630,F,2
CT,NEW LONDON SCHOOL DISTRICT,902820,M,356
CT,NEW LONDON SCHOOL DISTRICT,902820,F,215
NJ,Englewood Public School District,3404740,M,610
NJ,Englewood Public School District,3404740,F,208
CT,CHESHIRE SCHOOL DISTRICT,900750,M,197
CT,CHESHIRE SCHOOL DISTRICT,900750,F,34
CT,ELLINGTON SCHOOL DISTRICT,901440,M,151
CT,ELLINGTON SCHOOL DISTRICT,901440,F,25
NY,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,3624630,M,21
NY,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,3624630,F,3
ME,RSU 55/MSAD 55,2314190,M,341
ME,RSU 55/MSAD 55,2314190,F,82
NY,SPACKENKILL UNION FREE SCHOOL DISTRICT,3606500,M,85
NY,SPACKENKILL UNION FREE SCHOOL DISTRICT,3606500,F,49
NH,Goffstown School District,3303240,M,700
NH,Goffstown School District,3303240,F,251
NH,Salem School District,3306060,M,205
NH,Salem School District,3306060,F,152
NY,BYRAM HILLS CENTRAL SCHOOL DISTRICT,3606060,M,36
NY,BYRAM HILLS CENTRAL SCHOOL DISTRICT,3606060,F,8
ME,Brunswick Public Schools,2303780,M,118
ME,Brunswick Public Schools,2303780,F,53
NJ,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,3400089,M,0
NJ,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,3400089,F,0
NY,THREE VILLAGE CENTRAL SCHOOL DISTRICT,3628200,M,212
NY,THREE VILLAGE CENTRAL SCHOOL DISTRICT,3628200,F,33
NJ,Elizabeth Public Schools,3404590,M,6682
NJ,Elizabeth Public Schools,3404590,F,2565
CT,MIDDLETOWN SCHOOL DISTRICT,902490,M,394
CT,MIDDLETOWN SCHOOL DISTRICT,902490,F,230
ME,Scarborough Public Schools,2310530,M,36
ME,Scarborough Public Schools,2310530,F,27
NJ,Delran Township School District,3403780,M,102
NJ,Delran Township School District,3403780,F,86
NY,ITHACA CITY SCHOOL DISTRICT,3615570,M,1037
NY,ITHACA CITY SCHOOL DISTRICT,3615570,F,294
NJ,Ocean City School District,3411970,M,77
NJ,Ocean City School District,3411970,F,20
NY,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),3619680,M,725
NY,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),3619680,F,175
MA,Lincoln,2506900,M,13
MA,Lincoln,2506900,F,2
NJ,Dumont Public School District,3403990,M,154
NJ,Dumont Public School District,3403990,F,29
NY,GLOVERSVILLE CITY SCHOOL DISTRICT,3612270,M,464
NY,GLOVERSVILLE CITY SCHOOL DISTRICT,3612270,F,154
NJ,Lyndhurst School District,3409210,M,20
NJ,Lyndhurst School District,3409210,F,7
NJ,NEWTON PUBLIC SCHOOL DISTRICT,3411400,M,81
NJ,NEWTON PUBLIC SCHOOL DISTRICT,3411400,F,18
MA,Hingham,2506090,M,75
MA,Hingham,2506090,F,22
NY,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,3615390,M,366
NY,WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,3615390,F,240
NY,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,3622290,M,57
NY,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,3622290,F,31
NH,Jaffrey-Rindge Coop School District,3304030,M,36
NH,Jaffrey-Rindge Coop School District,3304030,F,20
NH,Barrington School District,3301650,M,4
NH,Barrington School District,3301650,F,0
NY,COHOES CITY SCHOOL DISTRICT,3607980,M,1238
NY,COHOES CITY SCHOOL DISTRICT,3607980,F,647
RI,Pawtucket,4400840,M,0
RI,Pawtucket,4400840,F,0
NH,Franklin School District,3303090,M,708
NH,Franklin School District,3303090,F,212
NY,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,3620670,M,43
